item,reading,description,example,level,sort,tag,category
"悲しい　 　　　　","かなしい　 　　　　","buồn bã, đau khổ","","N2","2",",trainghia1,lesson1,",""
"楽しい","たのしい","vui vẻ","","N2","3",",trainghia1,lesson1,",""
"寂しい","さびしい","buồn chán, cô đơn","","N2","4",",trainghia1,lesson1,",""
"恋しい","こいしい","yêu mến","","N2","5",",trainghia1,lesson1,",""
"憎い","にくい","đáng ghét, đáng ghê tởm","","N2","6",",trainghia1,lesson1,",""
"多い","おおい","nhiều","","N2","7",",trainghia1,lesson1,",""
"少ない","すくない","ít","","N2","8",",trainghia1,lesson1,",""
"大きい","おおきい","to","","N2","9",",trainghia1,lesson1,",""
"小さい","ちいさい","nhỏ","","N2","10",",trainghia1,lesson1,",""
"安全","あんぜん","an toàn","","N2","11",",trainghia1,lesson1,",""
"危険","きけん","nguy hiểm","","N2","12",",trainghia1,lesson1,",""
"心配","しんぱい","lo lắng","","N2","13",",trainghia1,lesson1,",""
"不安","ふあん","bất an","","N2","14",",trainghia1,lesson1,",""
"平安","へいあん","bình tĩnh","","N2","15",",trainghia1,lesson1,",""
"変動","へんどう","dao động","","N2","16",",trainghia1,lesson1,",""
"重い","おもい","nặng","","N2","17",",trainghia1,lesson1,",""
"軽い","かるい","nhẹ","","N2","18",",trainghia1,lesson1,",""
"恥ずかしい","はずかしい","xấu hổ","","N2","19",",trainghia1,lesson1,",""
"厚かましい","あつかましい","mặt dày, không biết ngượng","","N2","20",",trainghia1,lesson1,",""
"早い","はやい","nhanh, sớm","","N2","1",",trainghia1,lesson2,",""
"遅い","おそい","chậm, muộn","","N2","2",",trainghia1,lesson2,",""
"奇麗","きれい","sạch sẽ","","N2","3",",trainghia1,lesson2,",""
"汚い","きたない","bẩn thỉu","","N2","4",",trainghia1,lesson2,",""
"清潔","せいけつ","thanh khiết, sạch sẽ","","N2","5",",trainghia1,lesson2,",""
"不潔","ふけつ","không thanh khiết, không sạch sẽ","","N2","6",",trainghia1,lesson2,",""
"盛んな","さかんな","thịnh hành","","N2","7",",trainghia1,lesson2,",""
"珍しい","めずらしい","hiếm, khan hiếm","","N2","8",",trainghia1,lesson2,",""
"厳しい","きびしい","nghiêm khắc, khắt khe","","N2","9",",trainghia1,lesson2,",""
"優しい","やさしい","hiền lành, tốt bụng","","N2","10",",trainghia1,lesson2,",""
"得意","とくい","đắc ý, tâm đắc","","N2","11",",trainghia1,lesson2,",""
"苦手","にがて","kém, yếu","","N2","12",",trainghia1,lesson2,",""
"無駄遣い","むだづかい","lãng phí, phung phí","","N2","13",",trainghia1,lesson2,",""
"けち","けち","keo kiệt, bủn xỉn","","N2","14",",trainghia1,lesson2,",""
"善意","ぜんい","thiện chí","","N2","15",",trainghia1,lesson2,",""
"悪意","あくい","tà tâm","","N2","16",",trainghia1,lesson2,",""
"楽観","らっかん","yêu đời, lạc quan","","N2","17",",trainghia1,lesson2,",""
"悲観","ひかん","bi quan","","N2","18",",trainghia1,lesson2,",""
"積極的","せっきょくてき","mang tính tích cực","","N2","19",",trainghia1,lesson2,",""
"消極的","しょうきょくてき","mang tính tiêu cực","","N2","20",",trainghia1,lesson2,",""
"厚い","あつい","dày","","N2","1",",trainghia1,lesson3,",""
"薄い","うすい","mỏng","","N2","2",",trainghia1,lesson3,",""
"暑い","あつい","nóng","","N2","3",",trainghia1,lesson3,",""
"寒い","さむい","lạnh","","N2","4",",trainghia1,lesson3,",""
"暖かい","あたたかい","ấm áp","","N2","5",",trainghia1,lesson3,",""
"涼しい","すずしい","mát mẻ","","N2","6",",trainghia1,lesson3,",""
"太い","ふとい","béo mập","","N2","7",",trainghia1,lesson3,",""
"細い","ほそい","mảnh mai","","N2","8",",trainghia1,lesson3,",""
"若い","わかい","trẻ","","N2","9",",trainghia1,lesson3,",""
"年寄り","としより","già","","N2","10",",trainghia1,lesson3,",""
"金持ち","かねもち","giàu","","N2","11",",trainghia1,lesson3,",""
"貧しい","まずしい","nghèo","","N2","12",",trainghia1,lesson3,",""
"豊富な","ほうふな","phong phú","","N2","13",",trainghia1,lesson3,",""
"貧乏な","びんぼうな","nghèo nàn","","N2","14",",trainghia1,lesson3,",""
"易しい","やさしい","dễ","","N2","15",",trainghia1,lesson3,",""
"難しい","むずかしい","khó","","N2","16",",trainghia1,lesson3,",""
"高い","たかい","cap","","N2","17",",trainghia1,lesson3,",""
"低い","ひくい","thấp","","N2","18",",trainghia1,lesson3,",""
"高い","たかい","đắt","","N2","19",",trainghia1,lesson3,",""
"安い","やすい","rẻ","","N2","20",",trainghia1,lesson3,",""
"複雑","ふくざつ","phức tạp","","N2","1",",trainghia1,lesson4,",""
"単純","たんじゅん","đơn giản","","N2","2",",trainghia1,lesson4,",""
"好き","すき","thích","","N2","3",",trainghia1,lesson4,",""
"嫌い","きらい","ghét","","N2","4",",trainghia1,lesson4,",""
"現代的","げんだいてき","mang tính hiện đại","","N2","5",",trainghia1,lesson4,",""
"伝統的","でんとうてき","mang tính truyền thống","","N2","6",",trainghia1,lesson4,",""
"賢い","かしこい","thông minh ","","N2","7",",trainghia1,lesson4,",""
"鈍い","にぶい","đần độn","","N2","8",",trainghia1,lesson4,",""
"明るい","あかるい","sáng","","N2","9",",trainghia1,lesson4,",""
"暗い","くらい","tối","","N2","10",",trainghia1,lesson4,",""
"幸福","こうふく","hạnh phúc","","N2","11",",trainghia1,lesson4,",""
"不幸","ふこう","bất hạnh","","N2","12",",trainghia1,lesson4,",""
"甘い","あまい","ngọt","","N2","13",",trainghia1,lesson4,",""
"塩からい ","しおからい ","mặn","","N2","14",",trainghia1,lesson4,",""
"甘い","あまい","ngọt","","N2","15",",trainghia1,lesson4,",""
"すっぱい","すっぱい","chua","","N2","16",",trainghia1,lesson4,",""
"熱い","あつい","nóng","","N2","17",",trainghia1,lesson4,",""
"微温い","びおんい","ấm","","N2","18",",trainghia1,lesson4,",""
"長い","ながい","dài","","N2","19",",trainghia1,lesson4,",""
"短い","みじかい","ngắn","","N2","20",",trainghia1,lesson4,",""
"硬い","かたい","cứng","","N2","1",",trainghia1,lesson5,",""
"柔らかい","やわらかい","mềm","","N2","2",",trainghia1,lesson5,",""
"深い","ふかい","sâu sắc","","N2","3",",trainghia1,lesson5,",""
"浅い","あさい","nông cạn","","N2","4",",trainghia1,lesson5,",""
"愉快","ゆかい","thỏa mãn","","N2","5",",trainghia1,lesson5,",""
"不快","ふかい","khó chịu","","N2","6",",trainghia1,lesson5,",""
"白い","しろい","trắng","","N2","7",",trainghia1,lesson5,",""
"黒い","くろい","đen","","N2","8",",trainghia1,lesson5,",""
"広い","ひろい","rộng","","N2","9",",trainghia1,lesson5,",""
"狭い","せまい","hẹp","","N2","10",",trainghia1,lesson5,",""
"美味しい","おいしい","(đồ ăn) ngon","","N2","11",",trainghia1,lesson5,",""
"まずい","まずい","(đồ ăn) dở","","N2","12",",trainghia1,lesson5,",""
"遠い","とおい","xa","","N2","13",",trainghia1,lesson5,",""
"近い","ちかい","gần","","N2","14",",trainghia1,lesson5,",""
"良い","よい","tốt","","N2","15",",trainghia1,lesson5,",""
"悪い","わるい","xấu","","N2","16",",trainghia1,lesson5,",""
"きつい","きつい","chặt chẽ, hà khắc","","N2","17",",trainghia1,lesson5,",""
"ゆるい","ゆるい","lỏng lẻo","","N2","18",",trainghia1,lesson5,",""
"面白い","おもしろい","thú vị","","N2","19",",trainghia1,lesson5,",""
"つまらない","つまらない","nhàm chán","","N2","20",",trainghia1,lesson5,",""
"かわいい","かわいい","đáng yêu","","N2","1",",trainghia1,lesson6,",""
"みにくい","みにくい","khó coi, xấu","","N2","2",",trainghia1,lesson6,",""
"開会","かいかい","khai mạc","","N2","3",",trainghia1,lesson6,",""
"閉会","へいかい","bế mạc","","N2","4",",trainghia1,lesson6,",""
"尊敬","そんけい","tôn kính","","N2","5",",trainghia1,lesson6,",""
"軽蔑","けいべつ","khinh thường","","N2","6",",trainghia1,lesson6,",""
"景気","けいき","tình hình kinh tế","","N2","7",",trainghia1,lesson6,",""
"不景気","ふけいき","tình trạng kinh tế khó khăn","","N2","8",",trainghia1,lesson6,",""
"見方・仲間","みかた・なかま","đồng minh, đồng nghiệp","","N2","9",",trainghia1,lesson6,",""
"敵","てき","kẻ thù","","N2","10",",trainghia1,lesson6,",""
"浮かぶ","うかぶ","nổi","","N2","11",",trainghia1,lesson6,",""
"沈む","しずむ","chìm","","N2","12",",trainghia1,lesson6,",""
"固まる","かたまる","đông cứng lại","","N2","13",",trainghia1,lesson6,",""
"溶ける","とける","tan chảy ra","","N2","14",",trainghia1,lesson6,",""
"満足","まんぞく","hài lòng","","N2","15",",trainghia1,lesson6,",""
"不満","ふまん","khó chịu, không hài lòng","","N2","16",",trainghia1,lesson6,",""
"高額","こうがく","số tiền lớn","","N2","17",",trainghia1,lesson6,",""
"低額","ていがく","số tiền nhỏ","","N2","18",",trainghia1,lesson6,",""
"輸出","ゆしゅつ","xuất khẩu","","N2","19",",trainghia1,lesson6,",""
"輸入","ゆにゅう","nhập khẩu","","N2","20",",trainghia1,lesson6,",""
"有利","ゆうり","có lợi","","N2","1",",trainghia1,lesson7,",""
"不利","ふり","bất lợi, không có lợi","","N2","2",",trainghia1,lesson7,",""
"上品 ","じょうひん ","tốt, tao nhã, tế nhị, lịch sự","","N2","3",",trainghia1,lesson7,",""
"下品","げひん","kém chất lượng, tầm thường, thấp kém","","N2","4",",trainghia1,lesson7,",""
"入社","にゅうしゃ","vào làm ở công ty","","N2","5",",trainghia1,lesson7,",""
"退社","たいしゃ","sự nghỉ việc","","N2","6",",trainghia1,lesson7,",""
"出席","しゅっせき","có mặt, tham dự","","N2","7",",trainghia1,lesson7,",""
"欠席","けっせき","vắng mặt","","N2","8",",trainghia1,lesson7,",""
"注意","ちゅうい","sự chú ý","","N2","9",",trainghia1,lesson7,",""
"軽率","けいそつ","bất cẩn","","N2","10",",trainghia1,lesson7,",""
"横","よこ","bề ngang","","N2","11",",trainghia1,lesson7,",""
"縦","たて","bề dọc","","N2","12",",trainghia1,lesson7,",""
"希望","きぼう","nguyện vọng, mong mỏi","","N2","13",",trainghia1,lesson7,",""
"失望","しつぼう","sự thất vọng","","N2","14",",trainghia1,lesson7,",""
"必要","ひつよう","cần thiết","","N2","15",",trainghia1,lesson7,",""
"不要","ふよう","không cần thiết","","N2","16",",trainghia1,lesson7,",""
"拾う","ひろう","lượm, nhặt","","N2","17",",trainghia1,lesson7,",""
"捨てる","すてる","vứt bỏ","","N2","18",",trainghia1,lesson7,",""
"当たる","あたる","trúng","","N2","19",",trainghia1,lesson7,",""
"外れる","はずれる","trượt, trật","","N2","20",",trainghia1,lesson7,",""
"営業者","えいぎょうしゃ","nhà kinh doanh","","N2","1",",trainghia1,lesson8,",""
"消費者","しょうひしゃ","người tiêu dùng","","N2","2",",trainghia1,lesson8,",""
"乗車","じょうしゃ","sự lên xe","","N2","3",",trainghia1,lesson8,",""
"下車","げしゃ","sự xuống xe","","N2","4",",trainghia1,lesson8,",""
"出迎える","でむかえる","đón tiếp","","N2","5",",trainghia1,lesson8,",""
"見送る","みおくる","đưa tiễn","","N2","6",",trainghia1,lesson8,",""
"開始","かいし","khởi đầu","","N2","7",",trainghia1,lesson8,",""
"終了","しゅうりょう","kết thúc, hoàn thành","","N2","8",",trainghia1,lesson8,",""
"始まる","はじまる","bắt đầu","","N2","9",",trainghia1,lesson8,",""
"終わる","おわる","kết thúc","","N2","10",",trainghia1,lesson8,",""
"拡大","かくだい","phóng to","","N2","11",",trainghia1,lesson8,",""
"縮小","しゅくしょう","thu nhỏ","","N2","12",",trainghia1,lesson8,",""
"解凍","かいとう","tan ra","","N2","13",",trainghia1,lesson8,",""
"圧縮","あっしゅく","nén lại","","N2","14",",trainghia1,lesson8,",""
"不明","ふめい","không rõ ràng","","N2","15",",trainghia1,lesson8,",""
"明瞭・明白","めいりょう・めいはく","rõ ràng, minh bạch","","N2","16",",trainghia1,lesson8,",""
"上陸","じょうりく","cất cánh","","N2","17",",trainghia1,lesson8,",""
"着陸","ちゃくりく","hạ cánh","","N2","18",",trainghia1,lesson8,",""
"平和","へいわ","hòa bình","","N2","19",",trainghia1,lesson8,",""
"戦争","せんそう","chiến tranh","","N2","20",",trainghia1,lesson8,",""
"上旬","じょうじゅん","trung tuần","","N2","1",",trainghia1,lesson9,",""
"下旬","げじゅん","hạ tuần","","N2","2",",trainghia1,lesson9,",""
"外科","げか","ngoại khoa","","N2","3",",trainghia1,lesson9,",""
"内科","ないか","nội khoa","","N2","4",",trainghia1,lesson9,",""
"長所","ちょうしょ","sở trường, điểm mạnh","","N2","5",",trainghia1,lesson9,",""
"短所","たんしょ","điểm yếu","","N2","6",",trainghia1,lesson9,",""
"可能","かのう","có khả năng","","N2","7",",trainghia1,lesson9,",""
"不可","ふか","không có khả năng","","N2","8",",trainghia1,lesson9,",""
